eval,score,best,p0,p1,p2,p3,p4,p5,p6,p7
762,1260.4223600852713,2780.148923527175,1,1,1,1,1,0,-1,1
763,2470.553500532423,2780.148923527175,1,1,1,1,0,-1,-1,1
764,2533.4660616669926,2780.148923527175,1,1,1,1,1,-1,-1,0
765,2747.380189183525,2780.148923527175,1,1,1,-1,1,-1,-1,1
766,1339.2738642755885,2780.148923527175,1,1,1,1,-1,-1,-1,1
767,1260.4223600852713,2780.148923527175,1,1,1,1,1,0,-1,1
768,1559.049236871587,2780.148923527175,1,1,1,1,1,-1,-1,-1
769,2533.4660616669926,2780.148923527175,1,1,1,1,1,-1,-1,0
770,2747.380189183525,2780.148923527175,1,1,1,-1,1,-1,-1,1
771,1559.049236871587,2780.148923527175,1,1,1,1,1,-1,-1,-1
772,2765.958208378487,2780.148923527175,1,1,1,0,1,-1,-1,1
773,2533.4660616669926,2780.148923527175,1,1,1,1,1,-1,-1,0
Best param = [1,1,1,1,1,-1,-1,1]
